Time [s], II
0.0,0.0
0.0025003125390673834,1.0
0.005000625078134767,1.0
0.00750093761720215,1.0
0.010001250156269533,1.0
0.012501562695336917,1.0
0.0150018752344043,1.0
0.017502187773471685,1.0
0.020002500312539067,1.0
0.02250281285160645,1.0
0.025003125390673835,1.0
0.027503437929741217,1.0
0.0300037504688086,1.0
0.032504063007875984,1.0
0.03500437554694337,1.0
0.03750468808601075,1.0
0.040005000625078134,1.0
0.04250531316414552,1.0
0.0450056257032129,1.0
0.047505938242280284,1.0
0.05000625078134767,1.0
0.05250656332041505,1.0
0.05500687585948243,1.0
0.05750718839854982,1.0
0.0600075009376172,1.0
0.06250781347668459,1.0
0.06500812601575197,1.0
0.06750843855481935,1.0
0.07000875109388674,1.0
0.07250906363295412,1.0
0.0750093761720215,1.0
0.07750968871108889,1.0
0.08001000125015627,1.0
0.08251031378922365,1.0
0.08501062632829104,1.0
0.08751093886735842,1.0
0.0900112514064258,1.0
0.09251156394549319,1.0
0.09501187648456057,1.0
0.09751218902362795,1.0
0.10001250156269534,1.0
0.10251281410176272,1.0
0.1050131266408301,1.0
0.10751343917989749,1.0
0.11001375171896487,1.0
0.11251406425803225,1.0
0.11501437679709964,1.0
0.11751468933616702,1.0
0.1200150018752344,1.0
0.12251531441430179,1.0
0.12501562695336918,1.0
0.12751593949243656,1.0
0.13001625203150394,1.0
0.13251656457057132,1.0
0.1350168771096387,1.0
0.13751718964870607,1.0
0.14001750218777348,1.0
0.14251781472684086,1.0
0.14501812726590824,1.0
0.14751843980497562,1.0
0.150018752344043,1.0
0.15251906488311037,1.0
0.15501937742217778,1.0
0.15751968996124516,1.0
0.16002000250031254,1.0
0.16252031503937991,1.0
0.1650206275784473,1.0
0.1675209401175147,1.0
0.17002125265658208,1.0
0.17252156519564946,1.0
0.17502187773471684,1.0
0.17752219027378421,1.0
0.1800225028128516,1.0
0.182522815351919,1.0
0.18502312789098638,1.0
0.18752344043005376,1.0
0.19002375296912113,1.0
0.1925240655081885,1.0
0.1950243780472559,1.0
0.1975246905863233,1.0
0.20002500312539068,1.0
0.20252531566445806,1.0
0.20502562820352543,1.0
0.2075259407425928,1.0
0.2100262532816602,1.0
0.2125265658207276,1.0
0.21502687835979498,1.0
0.21752719089886235,1.0
0.22002750343792973,1.0
0.2225278159769971,1.0
0.2250281285160645,1.0
0.2275284410551319,1.0
0.23002875359419928,1.0
0.23252906613326665,1.0
0.23502937867233403,1.0
0.2375296912114014,1.0
0.2400300037504688,1.0
0.2425303162895362,1.0
0.24503062882860357,1.0
0.24753094136767095,1.0
0.25003125390673836,1.0
0.2525315664458057,1.0
0.2550318789848731,1.0
0.25753219152394047,1.0
0.2600325040630079,1.0
0.2625328166020753,1.0
0.26503312914114263,1.0
0.26753344168021004,1.0
0.2700337542192774,1.0
0.2725340667583448,1.0
0.27503437929741215,1.0
0.27753469183647955,1.0
0.28003500437554696,1.0
0.2825353169146143,1.0
0.2850356294536817,1.0
0.28753594199274907,1.0
0.2900362545318165,1.0
0.2925365670708839,1.0
0.29503687960995123,1.0
0.29753719214901864,1.0
0.300037504688086,1.0
0.3025378172271534,1.0
0.30503812976622074,1.0
0.30753844230528815,1.0
0.31003875484435556,1.0
0.3125390673834229,1.0
0.3150393799224903,1.0
0.31753969246155767,1.0
0.32004000500062507,1.0
0.3225403175396925,1.0
0.32504063007875983,1.0
0.32754094261782724,1.0
0.3300412551568946,1.0
0.332541567695962,1.0
0.3350418802350294,1.0
0.33754219277409675,1.0
0.34004250531316416,1.0
0.3425428178522315,1.0
0.3450431303912989,1.0
0.34754344293036626,1.0
0.35004375546943367,1.0
0.3525440680085011,1.0
