Time [s], II
0.0,0.0
0.02002002002002002,26.309051206023987
0.04004004004004004,20.022177873993417
0.06006006006006006,-1.06941579676276
0.08008008008008008,-4.787293383011829
0.10010010010010009,1.913996342903653
0.12012012012012012,-4.0204474481110095
0.14014014014014015,-13.53873147282855
0.16016016016016016,-5.341067740343952
0.18018018018018017,7.983272977182354
0.20020020020020018,1.0100103600603996
0.22022022022022023,-13.410908387103126
0.24024024024024024,-3.2325249991467455
0.2602602602602603,22.80137070282111
0.2802802802802803,24.87697326061866
0.3003003003003003,-1.6106827097226564
0.3203203203203203,-19.76313452015897
0.34034034034034033,-13.347596272467774
0.36036036036036034,-5.472174362818507
0.38038038038038036,-7.8447574666517905
0.40040040040040037,-1.598931327983955
0.42042042042042044,16.904062983473153
0.44044044044044045,19.78605059956353
0.46046046046046046,-1.5958552305536782
0.4804804804804805,-14.497522040861227
0.5005005005005005,0.5470567754679689
0.5205205205205206,14.56787445817032
0.5405405405405406,0.38526232780931036
0.5605605605605606,-20.35327721809754
0.5805805805805806,-16.089956757686803
0.6006006006006006,2.344562154343457
0.6206206206206206,7.741639274000238
0.6406406406406406,5.555491193920037
0.6606606606606606,13.949349653143798
0.6806806806806807,19.512999153182708
0.7007007007007007,0.1517140006449953
0.7207207207207207,-25.65845078154136
0.7407407407407407,-21.78133824139809
0.7607607607607607,4.417575904817033
0.7807807807807807,13.09966179497697
0.8008008008008007,-1.8273040323976062
0.8208208208208209,-7.691978655691512
0.8408408408408409,6.1312487695601465
0.8608608608608609,13.403458058259039
0.8808808808808809,3.416691051661518
0.9009009009009009,-1.776953440227798
0.9209209209209209,5.075986744471183
0.9409409409409409,0.27966415952297297
0.960960960960961,-21.018156148680475
0.980980980980981,-25.682580936946632
1.001001001001001,1.722192387813732
1.021021021021021,26.840124805518915
1.0410410410410411,18.98555197754894
1.0610610610610611,-1.8044927635757908
1.0810810810810811,-4.468233286155661
1.1011011011011012,2.0099668661567502
1.1211211211211212,-4.636789764774018
1.1411411411411412,-13.619919037621317
1.1611611611611612,-4.534132329428527
1.1811811811811812,8.213051079526785
1.2012012012012012,0.1684172037806757
1.2212212212212212,-13.64942062894852
1.2412412412412412,-1.9991158425579956
1.2612612612612613,23.751802364368167
1.2812812812812813,24.0127609878786
1.3013013013013013,-3.0427247200532266
1.3213213213213213,-19.94089583351477
1.3413413413413413,-12.745905744637884
1.3613613613613613,-5.423505601222418
1.3813813813813813,-7.921958953383229
1.4014014014014013,-0.8133380006541238
1.4214214214214214,17.674014130213077
1.4414414414414414,19.14645487035559
1.4614614614614614,-2.781750932141158
1.4814814814814814,-14.343835182988931
1.5015015015015014,1.6381114094497027
1.5215215215215214,14.554146691645645
1.5415415415415414,-0.8442709042164914
1.5615615615615615,-20.846024432282302
1.5815815815815815,-15.236140764622153
1.6016016016016015,3.0479638807331213
1.6216216216216217,7.615928506359375
1.6416416416416417,5.6745848130083285
1.6616616616616617,14.546964807324569
1.6816816816816818,19.189227544029208
1.7017017017017018,-1.3286317768623288
1.7217217217217218,-26.353817532020614
1.7417417417417418,-20.696555766895376
1.7617617617617618,5.549374134374508
1.7817817817817818,12.71873499091635
1.8018018018018018,-2.6154666563614377
1.8218218218218218,-7.341108216959049
1.8418418418418419,6.900347215323784
1.8618618618618619,13.215575259521241
1.8818818818818819,2.829284104336372
1.901901901901902,-1.600636650395547
1.921921921921922,5.33044452095949
1.941941941941942,-0.5622769876667224
1.961961961961962,-21.96798257423437
1.981981981981982,-24.962186253462047
2.002002002002002,3.4376491407338285
2.022022022022022,27.274777631310677
2.042042042042042,17.913897494297508
2.062062062062062,-2.4827752051429446
2.0820820820820822,-4.122813568318106
2.1021021021021022,2.06337651528613
2.1221221221221223,-5.261835888468722
2.1421421421421423,-13.645863124861476
2.1621621621621623,-3.7149004624773765
2.1821821821821823,8.379721448507357
2.2022022022022023,-0.6924581146997637
2.2222222222222223,-13.812506278669947
2.2422422422422423,-0.7225248322749085
