Time [s], II
0.0,0.0
0.02002002002002002,1.0
0.04004004004004004,1.0
0.06006006006006006,1.0
0.08008008008008008,1.0
0.10010010010010009,1.0
0.12012012012012012,1.0
0.14014014014014015,1.0
0.16016016016016016,1.0
0.18018018018018017,1.0
0.20020020020020018,1.0
0.22022022022022023,1.0
0.24024024024024024,1.0
0.2602602602602603,1.0
0.2802802802802803,1.0
0.3003003003003003,1.0
0.3203203203203203,1.0
0.34034034034034033,1.0
0.36036036036036034,1.0
0.38038038038038036,1.0
0.40040040040040037,1.0
0.42042042042042044,1.0
0.44044044044044045,1.0
0.46046046046046046,1.0
0.4804804804804805,1.0
0.5005005005005005,1.0
0.5205205205205206,1.0
0.5405405405405406,1.0
0.5605605605605606,1.0
0.5805805805805806,1.0
0.6006006006006006,1.0
0.6206206206206206,1.0
0.6406406406406406,1.0
0.6606606606606606,1.0
0.6806806806806807,1.0
0.7007007007007007,1.0
0.7207207207207207,1.0
0.7407407407407407,1.0
0.7607607607607607,1.0
0.7807807807807807,1.0
0.8008008008008007,1.0
0.8208208208208209,1.0
0.8408408408408409,1.0
0.8608608608608609,1.0
0.8808808808808809,1.0
0.9009009009009009,1.0
0.9209209209209209,1.0
0.9409409409409409,1.0
0.960960960960961,1.0
0.980980980980981,1.0
1.001001001001001,1.0
1.021021021021021,1.0
1.0410410410410411,1.0
1.0610610610610611,1.0
1.0810810810810811,1.0
1.1011011011011012,1.0
1.1211211211211212,1.0
1.1411411411411412,1.0
1.1611611611611612,1.0
1.1811811811811812,1.0
1.2012012012012012,1.0
1.2212212212212212,1.0
1.2412412412412412,1.0
1.2612612612612613,1.0
1.2812812812812813,1.0
1.3013013013013013,1.0
1.3213213213213213,1.0
1.3413413413413413,1.0
1.3613613613613613,1.0
1.3813813813813813,1.0
1.4014014014014013,1.0
1.4214214214214214,1.0
1.4414414414414414,1.0
1.4614614614614614,1.0
1.4814814814814814,1.0
1.5015015015015014,1.0
1.5215215215215214,1.0
1.5415415415415414,1.0
1.5615615615615615,1.0
1.5815815815815815,1.0
1.6016016016016015,1.0
1.6216216216216217,1.0
1.6416416416416417,1.0
1.6616616616616617,1.0
1.6816816816816818,1.0
1.7017017017017018,1.0
1.7217217217217218,1.0
1.7417417417417418,1.0
1.7617617617617618,1.0
1.7817817817817818,1.0
1.8018018018018018,1.0
1.8218218218218218,1.0
1.8418418418418419,1.0
1.8618618618618619,1.0
1.8818818818818819,1.0
1.901901901901902,1.0
1.921921921921922,1.0
1.941941941941942,1.0
1.961961961961962,1.0
1.981981981981982,1.0
2.002002002002002,1.0
2.022022022022022,1.0
2.042042042042042,1.0
2.062062062062062,1.0
2.0820820820820822,1.0
2.1021021021021022,1.0
